poemId,topics,topicWords
3394,"2,1,0","""人, 影, 新, 畫, 螢火""，""輕寒""，""料峭, 月上, 玲瓏, 紙窗"""
3395,"4,2","""昔昔, 流雲""，""人, 秋"""
3396,"1,0,2,3,5","""奚奴, 寒, 崔嵬, 自古, 落葉""，""凜凜, 馬蹄""，""人, 光, 君, 天, 山, 晴, 朵朵, 松, 歸, 泉, 淒淒, 猿, 玉, 瓊花, 石, 神靈, 翠, 芙蓉, 花, 苦, 雨, 雪, 雲, 風""，""奇遇, 漢朝, 澎湃, 盤旋""，""信手, 天際, 暮靄, 蒼茫, 追隨, 風力"""
3397,"2,0,5,1,3,4","""冷, 掩映, 春, 梅花, 樹, 海, 無言, 瘦影, 花, 苔, 香, 龍""，""梅, 照耀, 香風""，""一千, 冰霜, 起來""，""不覺""，""亭亭玉立, 樹樹""，""綺筵, 霞光"""
3398,"2,3,4","""新綠, 暮, 竹, 花, 韶光, 風, 龍""，""江城""，""窗紗"""
3399,"2,5,4,1","""楊柳, 陰, 魂""，""毿毿""，""畫橋""，""新詩, 春江"""
3400,"2,4,3,1,5","""人, 山, 影, 翠, 雨, 雲""，""松濤""，""夕暉""，""帆, 江""，""天際"""
3401,"2,1,0","""不住, 山, 心, 秋, 西風, 詩, 遠山""，""木葉, 枕邊""，""涼月"""
3402,"2,0,5,1,3","""夢, 帳, 影, 花, 香""，""珊珊""，""寶鴨""，""人影, 夜, 寒, 闌""，""天月"""
3403,"2,0,5,1,4,3","""仙, 天, 安排, 玉, 秋, 花, 茫茫, 金, 雲, 風, 香""，""菡蓞, 飄飄""，""伯勞, 金鍼, 鵲橋""，""光芒, 夜, 星, 須臾""，""瓜果, 銀河""，""石欄, 輦, 鏘鏘"""
3404,"1,3,2,5,0,4","""亭臺, 人生, 來往, 冰壺, 千萬, 去年, 夜, 客, 新詩, 桂樹, 桂葉, 浮萍, 珊瑚, 生, 秋風, 舟, 記得, 詞, 風光, 香氣, 魚, 鴉""，""桂湖, 水面, 轉眼, 馥郁, 鬱葱""，""五色, 光, 君, 塵, 天, 山, 幾時, 心緒, 明月, 春, 樹, 歸, 水, 湖, 琉璃, 畫, 花, 芳草, 金, 闌干, 雲, 風, 香""，""劃破, 綠波""，""倒影, 古香, 池, 白鷺, 襟懷""，""樹影, 樹梢, 聚散"""
3405,"1,2,5,4,0","""可憐, 天涯, 惆悵, 而今, 冷""，""人, 仙, 夢, 影, 思, 情, 春, 昨宵, 江南, 琉璃, 翠, 脈脈, 花, 蝶, 金, 雲, 香, 魂""，""山頂, 春夜, 芳意""，""長笛""，""朦朧, 黯黯"""
3406,"2,4,3,1,5","""唱, 斜日, 有聲, 樹, 秋, 雲, 風, 驪歌""，""歸程""，""錦衣, 馬健""，""回首, 岫, 玉堂""，""凝望"""
3407,"1,5,2,0","""文章, 風雪""，""九霄, 勁節, 靉靆""，""夢, 巫峽, 慈, 春, 歸, 波濤, 獨, 詩, 雲, 魂""，""山林, 故國"""
3408,"2,3,1","""無限, 轉瞬""，""帝鄉, 歸去, 紅日, 長歌, 馬健""，""千秋, 文章, 白雲"""
3409,"1,2,0","""惟有, 新詩, 春陰""，""君, 影, 惜, 曲, 海棠, 簾, 良辰, 花, 苦, 金谷, 香, 魂""，""和風, 宛如, 握手, 撲簌, 故人, 紅霞"""
3410,"2,3,1,0","""人, 雨, 風""，""漁艇""，""乾坤, 天地, 舟""，""怒濤, 翩然"""
3411,"4,1,2,0","""秋花""，""新月, 燒""，""人, 焚香""，""不堪回首, 紅葉"""
3412,"4,2,1","""窗紗, 聞道""，""秋, 蟲""，""不解"""
3413,"2,3,1,4","""人, 愁, 閨中""，""偏愛""，""林, 秋光""，""山色"""
3414,"2,4","""金""，""九秋, 花樣"""
3415,"2,3","""陰""，""玉指"""
3416,"4,5,1,2,0","""雁""，""雲影""，""林, 池塘, 冷""，""夕陽""，""舊夢"""
3417,"2,1","""人, 梧葉, 閨, 風雨""，""不解, 悲聲"""
3418,"2,4,0","""天, 湘簾, 雨, 香""，""一綫, 綺霞""，""桂花"""
3419,"5,2","""紅暈""，""海棠, 苔, 階, 鳳"""
3420,"4,1,2","""霜風""，""白雲, 鴉""，""山, 秋, 雲"""
3421,"2,1,0","""今日""，""女伴, 茱萸""，""南樓"""
3422,"4,5,2,0","""爽氣""，""酒後""，""詩""，""星斗"""
3423,"1,0,2","""人影, 菊""，""幽香""，""病, 花"""
3424,"2,0","""病, 秋, 風, 香""，""不斷, 藥爐"""
3425,"2,4","""柳絲, 魂""，""秋後"""
3426,"2,1","""海棠, 石, 闌干, 餐""，""開謝"""
3427,"2,0","""波光, 留得, 西風, 鴛鴦""，""古香"""
3428,"2,1","""影, 花""，""畫圖, 風景, 冷"""
3429,"2,1","""不忍, 淚, 胭脂, 芙蓉""，""寒"""
3430,"2,5,0","""花, 詩, 魂""，""蟬翼""，""笙"""
3431,"2,0,4","""玉, 金""，""花蘂""，""寒香"""
3432,2,"""不住, 影, 思, 松, 秋, 風"""
3433,"1,2,5,4","""燭""，""冰雪, 新""，""得意""，""隨意"""
3434,"4,0,2,5,1","""寒宵, 滿天, 秋聲, 窗紗, 竹徑, 蕭條""，""炯炯""，""人, 心, 愁, 落花, 風, 鶴""，""留影""，""不堪, 寂寞, 相憐"""
3435,"2,1,0","""何時, 夢, 寒窗, 山, 庾嶺, 心, 月夜, 獨, 竹, 閨, 雪, 雲, 風""，""圍爐, 崔嵬, 徘徊, 綠苔, 西堂""，""梅"""
3436,"2,3,4,1,5,0","""人, 廣寒, 影, 情, 愁, 消瘦, 淚, 病, 簾, 蘭, 飄零""，""捲曲""，""雁""，""書, 窗前, 難""，""瓶梅""，""珊珊"""
3437,"2,1,0","""夢, 影, 心, 愁, 愛, 淚, 病, 詩""，""別離, 可憐, 天涯, 妹, 寒, 屈子, 書, 江, 關山, 冷""，""杜陵, 水波"""
3438,"1,2,5,0","""丹鳳, 冰, 參差, 客, 燭, 瑤瑟, 蠶絲, 音, 龍門""，""和, 奇, 桐, 詩, 靈, 高堂""，""雞鳴""，""琴"""
3439,"0,3,2,4,1","""琴, 西園""，""太液池, 輦""，""思, 蘭, 雲""，""淸風, 芙蕖""，""客, 林, 皓月, 鱗"""
3440,"4,0,1,2,3,5","""名勝, 松栢, 西南, 陵""，""事業, 宇宙, 歌咏, 歸途, 池, 結伴, 耐寒""，""丞相, 冬, 北風, 千秋, 古今, 宮, 寒, 怒, 林, 淒涼, 濤聲, 祠, 禪關, 蕭蕭, 遺像, 闌, 魚, 鱗""，""剩, 曲折, 歸, 玉, 石, 竹, 花, 苔, 雪, 雲, 龍""，""參天, 忠魂, 晶瑩, 無際, 留連, 萬象, 遙遙""，""怪石"""
3441,"2,1,3,4,0,5","""仙, 君, 天, 山, 惜, 掩映, 新, 春, 柳, 海, 畫, 窈窕, 良辰, 花, 雨, 雪, 雲, 風, 香, 魂""，""夜, 新詩, 錦江, 長堤""，""無際, 轉眼, 靈境""，""含笑, 園中""，""溪口, 碧桃""，""丁香, 桃源, 相識"""
3442,"0,2,1,3,4","""郎, 雲霄""，""塵, 妾, 暑""，""冰""，""冰綃""，""高情"""
3443,"5,2","""露珠""，""詩, 香"""
3444,"2,0","""芙蓉""，""瀟湘, 臨風, 餘音"""
3445,"0,1,2","""蓮, 郎, 驕陽""，""恐, 舟, 花蕊""，""花"""
3446,"2,1","""山, 急, 樹, 畫, 雨""，""天然"""
3447,"4,5,2","""窗外""，""錦茵""，""夢, 秋水"""
3448,"1,2","""鳥""，""人意, 夢, 心, 扇"""
3449,"1,2","""畏, 魚""，""不忍, 暑, 炎"""
3450,"5,4,2","""幽篁""，""涼風""，""掩映, 詩句"""
3451,"2,1,3","""低頭, 水, 無言, 花, 雲""，""妝""，""交相"""
3452,"0,2","""幽泉, 涼月, 玲瓏, 琴, 高梧""，""和, 影, 石"""
3453,"2,1","""揮毫, 記憶, 雲, 風""，""中庭"""
3454,"2,1,5,4,0","""心, 情, 愛, 戀, 眉, 脈脈, 舊, 雲, 靈, 風, 龍""，""星, 林, 盈盈, 音""，""凝伫, 幽獨""，""今夕, 故侶""，""情義"""
3455,"1,2,3,4,0,5","""不覺, 夜, 客, 枝葉, 碧雲, 秋風, 稜稜, 蕭瑟, 詞, 闌珊, 音""，""傲骨, 君, 妒, 嶙峋, 從此, 恨, 情, 惜, 暮, 海, 淚, 瘦影, 相見, 秋, 脈脈, 芬芳, 花, 西風, 詩, 遠行, 陰""，""感恩, 菊花""，""傾倒, 巫山, 幾千, 胸襟""，""花意""，""情意, 晚節"""
3456,"1,2,5,4","""天涯, 生, 車, 骨肉""，""人, 何時, 從此, 愁, 淚, 笑, 風塵""，""心切, 歡顏""，""親心"""
3457,"2,1,4,3","""冷, 夢, 巫峽, 影, 從此, 思, 曲, 歧, 淚, 無限, 細細, 雪, 雲, 驪歌, 魂""，""傷心, 寒, 書, 重聚, 難, 魚""，""雁""，""平安"""
3458,"0,2,1,3,4","""寒梅, 崢嶸""，""姊妹, 思, 愁, 故里, 火, 詩, 風""，""夜, 客, 難""，""臨江""，""行期"""
3459,"2,5,1","""人, 影, 心, 樹, 輕舟, 險""，""盤根""，""夜, 江"""
3460,"3,2,0,5,1,4","""倒掛, 千帆, 古刹, 大江, 山頭, 山麓, 撲面, 莊嚴, 行程""，""人, 仙人, 君, 夕陽, 天, 奇, 山, 影, 急, 扁舟, 晴, 暮, 樹, 猿, 石, 苔, 雨, 雪, 風, 龍""，""東南, 燦爛""，""一千, 山谷, 日夜, 晶簾, 江聲, 菩提, 蝌蚪, 鬢眉""，""客, 帆, 相對, 萍, 鏡中""，""滚滚, 萬壑, 銀河"""
3461,"1,4,2,0,5","""不易, 夜, 客路, 新詩, 最高峰, 行蹤""，""旖旎, 置身, 雁""，""君, 江湖, 笑, 花, 龍""，""詞賦""，""努力"""
3462,"4,2,1,5,0","""凜冽, 無奈, 笛聲""，""君, 夢, 情, 旌, 水, 炎涼, 船, 蕭索, 詩, 遠行, 陽關""，""世態, 客, 寒""，""梅蕊, 雲影""，""故國"""
3463,"4,2,1,3","""側身, 嵯峨, 巫山, 氤氲, 絕頂, 飛鳥""，""人, 天, 嶙峋, 巫峽, 思, 愁, 故鄉, 明月, 晴, 東海, 水, 流水, 淚, 石, 風""，""千里, 回首, 太息, 妹, 寒, 感""，""山腰, 蜀都, 軍, 驚濤, 高山"""
3464,"0,2,4,5,1","""琅琅""，""仙, 千古, 夢, 天, 愁, 玉, 詩, 雲, 風""，""嵯峨""，""懸瀑""，""宋"""
3465,"3,2","""一線""，""人, 山, 急, 江流, 神女, 翠"""
3466,"0,3,2,1","""崢嶸, 激怒, 白帝城""，""大江""，""春, 木蘭, 浪, 石, 雲""，""驚心"""
3467,"1,3,2,0","""雄, 魚""，""卧龍""，""雨, 雲""，""灘"""
3468,"2,4","""天天, 扁舟, 水, 石, 風""，""急浪, 旭日"""
3469,"2,1,3","""人, 悲, 愁, 春, 石""，""別離""，""艱危"""
3470,"0,2,5,4","""三峽""，""夢, 歸, 浪, 猿""，""帆風""，""何由, 崖"""
3471,"3,2,5","""回頭, 雲霧""，""東風, 苦""，""三巴"""
3472,"3,5,0,2","""千帆, 谽谺""，""半空, 大風""，""塞外, 杜陵, 枯木""，""佛, 柳, 歸, 石, 苔, 詩, 雲"""
3473,"2,3,5,1,0","""人, 天, 奇, 曲, 桃花, 獨, 畫, 石, 險, 雨, 雲""，""中路, 四面, 蠶繭, 隱現""，""回旋""，""帆, 草木""，""灘"""
3474,"5,2,4,1","""極目, 河流, 浩渺, 漁家, 生意, 蒼茫, 遊子""，""夕陽, 情, 柳, 浪, 無限, 魂""，""山色""，""天涯, 惆悵"""
3475,"2,1,0","""人, 家鄉, 扁舟, 樹, 水, 畫, 芙蓉, 香""，""回首, 白雲, 萍, 風景""，""灘"""
3476,"1,2,4,3,5,0","""妝, 梧桐, 爐""，""人, 和, 庭院, 簾, 芙蓉, 迢迢, 陰, 雨, 香""，""桐花, 涼風""，""意態""，""品茶""，""一陣"""
3477,"2,1,0,5","""夢, 姊妹, 心, 思, 情, 愁, 獨, 芳草, 苦, 風, 魂""，""夜, 天涯, 故園, 相聚, 難""，""池""，""遊子"""
3478,"1,2,5,3","""生, 輕寒, 鸚鵡""，""君, 夢, 山, 愁腸, 新, 春, 畫, 險, 雨""，""心靈""，""軍"""
3479,"2,5,4","""唱, 天, 愁, 竹, 陽春, 雨, 靈, 風""，""雲影""，""古調, 松濤"""
3480,"4,1,0,2","""論文""，""半生, 夜""，""不停, 才華, 池, 雕蟲""，""人, 影, 心, 愧, 揮毫, 春, 離別, 風"""
3481,"2,1,4,0,3,5","""同心, 天, 影, 思, 愁, 愧, 明鏡, 柔, 水, 猿, 秋, 芬芳, 蘭, 金""，""哀, 夜, 妝, 星, 舟""，""山河, 泠泠""，""三峽""，""凌霄, 驚濤""，""美酒"""
3482,"5,2,1","""綠天""，""湘簾, 花""，""闌"""
3483,"3,2,4,1,0","""紙鳶""，""女兒, 掩映, 風""，""天心, 春晝""，""林, 稚子, 音""，""三月"""
3484,"5,2","""歸來日, 香花""，""雲"""
3485,"4,1,0,3,2","""阿儂""，""玉骨""，""輕盈""，""靜日""，""人, 素心, 花, 蘭, 香"""
3486,"1,2,0","""妝, 雙眉""，""人, 塵, 新, 簾, 花""，""一陣, 香風"""
3487,"0,1,2,5","""嶺南, 楓亭, 避暑""，""冰""，""蠶, 雪""，""丁香"""
3488,"2,0","""冷, 玉, 琉璃, 羅衣, 茉莉, 風, 香""，""涼月"""
3489,"2,0,1","""冷, 春, 玉, 甘, 龍""，""嚴冬, 怪道""，""冰"""
3490,"1,2,5,4","""三更, 古今, 天地, 感, 春色, 玉堂, 錦江""，""夢, 花, 苦, 風雨""，""遊子""，""親心"""
3491,"3,0,2,1","""海南""，""安心, 梅""，""夢, 愁, 春風, 柳""，""新年, 杜鵑, 花潭, 難, 鮮"""
3492,"1,2,4,0","""家書, 昨夜, 音, 魚""，""人, 夢, 山, 扇, 故鄉, 新, 春, 海, 淚, 炎, 鳥語""，""雁""，""三月"""
3493,"2,3,1,4","""君, 夫壻, 惜, 花, 詩""，""黃門""，""喜, 天馬, 年華""，""德"""
3494,"1,2,5,3,4","""客, 家""，""何時, 同心, 春暉, 水, 淚, 詩書, 餐, 香, 高堂""，""患難""，""夙願""，""醴泉"""
3495,"2,1","""人, 君, 心, 旌, 簾, 香""，""舊時"""
3496,"2,0","""君, 愁, 新, 春, 玉, 翠""，""春寒"""
3497,"2,1,3","""不忍, 君, 恨, 春風, 畫""，""偷, 雙眉""，""楊枝"""
3498,"2,1","""君, 夢, 遠行, 龍""，""關山"""
3499,"2,1","""君""，""相思"""
3500,"2,0,3,5","""君, 鴛鴦""，""不復""，""深情""，""錦瑟"""
3501,"2,0,1","""君, 愁, 笛""，""不復, 樓上""，""有人"""
3502,"2,4,1","""君, 妒""，""愁緒, 梁燕""，""朝夕"""
3503,"2,0,1","""君, 影, 新""，""不復""，""妝"""
3504,"2,4","""同心, 君, 無聊""，""連理枝"""
3505,"2,1","""人, 君, 愁, 細雨, 芳塵""，""闌"""
3506,"2,3,1","""君, 愁, 病, 花""，""零星""，""難"""
3507,"0,1,2,5","""三月, 平野, 幽香, 炎風, 石榴, 秋海棠, 閩南""，""秋風, 融融""，""夏, 無言, 獨, 花, 茉莉, 誰家, 香""，""四時"""
3508,"1,2,5,4,0","""夜, 客, 關山, 骨肉""，""夢, 寂寥, 愁, 慰, 暮, 水, 迢迢, 雲""，""遊子, 還鄉""，""雁""，""團圓"""
3509,"1,2,0,4","""微風, 百花, 盈盈, 長空""，""天, 寂寂, 影, 思, 春, 無聲, 獨, 竹, 花, 階, 雲""，""星斗""，""姮娥"""
3510,"3,2,1,0","""傾想, 悽愴, 慼慼""，""仰, 夢, 心, 思, 泉, 苦, 行人, 魂""，""林, 此行, 追尋, 音, 鱗, 鳥, 鴻""，""琴"""
3511,"0,2,4,3,1","""天機, 宴, 星斗, 朝遊, 歌咏, 秦娥, 穹廬, 餘音""，""女, 妙, 曲""，""水池""，""宜春""，""及時, 心意, 燭"""
3512,"1,2","""徘徊, 感, 漣漪, 隱憂""，""佳人, 天, 心, 思, 愁"""
3513,"4,1,3,2","""慕, 曖曖, 淚漬, 牛女, 相顧""，""星, 盈盈""，""眷戀""，""心, 情, 暮"""
3514,"2,1,4,0","""別君, 君, 妾, 心, 思, 愁, 松, 階""，""寒, 萍, 鮮""，""舜華""，""池, 長征"""
3515,"2,1","""天, 春, 樹, 獨, 相見, 香""，""一隅, 枝葉, 相思, 躊躇"""
3516,"2,5,4","""夢, 思, 掩映, 畫, 秋, 花, 香, 魂, 黃昏""，""風簾""，""滿天, 蒼苔"""
3517,"2,1","""冷, 夢, 戀, 芳草, 遠行""，""中心, 宦海, 浮雲, 萍, 關山"""
3518,"2,1,5,0","""冷, 愁, 故鄉, 春, 樹, 歸, 雲, 風""，""山川, 感""，""伫立""，""徬徨"""
3519,"1,3,2,4","""尺素, 書""，""憂思, 深情""，""冷, 慈, 金, 顏色, 風""，""無已"""
3520,"2,0,5,3,1,4","""人, 同心, 夏, 歸, 秋, 翩翩, 蛟, 靈""，""雲霄""，""荒郊""，""山麓""，""君子, 哀鴻, 志, 星, 林, 橫琴, 江, 洪流, 音, 魚, 鳥""，""肅肅, 陰霾"""
3521,"2,1,3","""征途, 急, 昨宵, 樹, 石, 苦, 蟬, 詩, 雨, 雲, 風""，""不覺, 夜, 破曉""，""山花"""
3522,"5,2,1,0","""村莊""，""光, 塵, 山, 戀, 晴, 翠, 雨, 雲""，""車""，""城市"""
3523,"1,2,5,4","""十日, 山川, 征程, 生, 畫圖, 闌, 難""，""夏, 夢, 心, 晴, 松, 泉, 險, 雲, 魂""，""懸崖, 石壁, 迷路""，""寒宵"""
3524,"2,3,1,0,5,4","""人, 光, 南山, 夏, 夢, 天, 天空, 山, 帳, 心, 思, 悄然, 悲, 愁, 慈, 新, 春暉, 晴霞, 暮, 曲曲, 朵朵, 消瘦, 淚, 玉, 秋, 簾, 芙蓉, 花, 芳草, 苦, 蕩漾, 蘭, 蜀山, 詩, 遠行, 金, 離愁, 雪, 雲, 風, 香""，""囘憶, 堆積, 祠堂, 蒼蒼, 雪山, 靈光""，""別離, 女子, 姊, 宦, 寒, 弟, 悽然, 書, 杜鵑, 歸鴻, 江山, 渺渺, 父, 相思, 立志, 詞, 車, 難, 風光, 鴻""，""殷勤, 池, 玲瓏, 琴, 砂, 秋夜, 羣芳, 蜀江, 酒杯, 雞""，""恩, 眉痕, 靉靆""，""圖畫, 巍巍, 松濤, 滚滚, 男兒"""
3525,"0,2,4,1","""太空, 崢崢, 玲瓏, 珠璣, 雕琢""，""人, 河, 玉, 雪""，""塞北, 天工, 皎潔, 點綴""，""冰壺, 寒"""
3526,"2,1,4,3","""光, 塵, 愁, 絮, 金, 階, 雪, 風, 香""，""喜, 寒, 新詩""，""冰柱""，""眉尖"""
3527,"2,1,0,5,4","""古人, 塵, 松, 樹, 泥, 玉, 花, 詩, 險, 雲, 鶴""，""車, 鴉, 鴻""，""白雪""，""紅梅""，""作家"""
3528,"3,2,1,4","""蕭齋""，""寂寂""，""夜, 遲遲, 冷""，""疎燈"""
3529,"1,2,3","""夜, 客, 寄語, 深閨, 鐙花""，""惜""，""飛蛾"""
3530,"2,1,0,3,5","""愁, 杏花, 海棠, 畫, 病, 竹, 簾, 雨""，""夜, 時節, 書""，""春寒, 梅, 濃雲, 玉蕊""，""碧峰, 香煙""，""凝望"""
3531,"2,1,5,0","""作客, 夢, 恨, 樹, 歸, 泉, 石, 芳草, 落花, 雲, 風雨""，""夜, 家, 山路, 相思, 車, 鴉""，""宦途""，""崎嶇"""
3532,"2,4,1,3","""光, 山, 庭院, 浪, 花, 苔, 雨, 雲""，""棋聲, 石徑""，""斜陽, 春色, 生""，""佳句"""
3533,"1,0,2,4,5,3","""回首, 帆, 感, 斜陽, 書, 瑤華, 相思, 翦燭, 鯉魚, 鱗""，""故人, 腹中, 落筆, 遠道""，""千金, 南浦, 同心, 君, 宵, 情, 海, 珍珠, 珍重, 畫, 相逢, 笛, 花, 蘭, 陽關, 雲, 風雨, 香""，""旖旎, 雲山""，""倩影""，""想見, 詞句"""
3534,"1,2","""喜, 夜, 書, 林, 梧桐""，""奇, 庭院, 明月, 秋, 西風, 雲"""
3535,"2,1,3,5,0,4","""人, 仙人, 山, 征途, 浪, 花, 苦, 茫茫, 雨, 風""，""不覺, 杜鵑, 東方, 林, 翱翔, 蒼天""，""彩霞, 關心, 霧氣""，""暝色""，""塵世, 山林""，""得失"""
3536,"2,4,0,1,5,3","""君, 吳越, 塵, 夢, 天, 心, 心緒, 思, 淚, 珠, 相見, 苦, 雪, 雲, 風, 魂""，""嗷嗷, 甘醴, 雁""，""皖江, 西北""，""十年, 千里, 寒, 山川, 年華, 忉怛, 悵望, 感, 江""，""懷子""，""愉悅, 衷情, 長波"""
3537,"2,1","""人, 天, 樹, 雨""，""夜"""
3538,"2,1","""天, 思, 愁, 江湖""，""寒, 鴻雁"""
3539,"2,5,1,3,4","""山, 雨""，""羣峰""，""嫵媚, 白雲""，""任意""，""蒼翠, 隔斷"""
3540,"5,2","""澄江, 習習, 雲影""，""輕舟"""
3541,"4,5,2,0","""流雲""，""天際""，""晴""，""松竹"""
3542,"2,0,1,4,3","""人, 梅花, 詩, 香""，""借問, 風篁""，""寒""，""自語""，""錦囊, 驢"""
3543,"0,4,1,2,3","""依舊, 凄凉""，""滿目""，""故園, 生""，""水, 秋, 離愁""，""橋邊"""
3544,"2,1","""人, 夢, 歸, 淚, 獨""，""傷心, 林"""
3545,"1,3,2,5,0,4","""人生, 十年, 千里, 哀, 哭, 天地, 宦, 寒, 惟有, 新詩, 江山, 燭, 琳琅, 相思, 難, 音""，""山麓, 處世, 遨遊""，""君, 塵, 夢, 奇, 山, 愁, 揮毫, 故鄉, 曲, 松, 浪, 海, 湖, 石, 竹, 翠, 苦, 詩, 長途, 陽春, 雪, 風, 風塵, 魂""，""揮灑, 早已, 榮辱, 蒼涼, 韓蘇""，""別緒, 吾家, 姑蘇, 推敲, 梅, 皖江, 聚首, 開卷""，""嚴霜, 回環, 庸碌, 激昂, 閱厯"""
3546,"1,2,4,5,0,3","""天地, 帆, 斜陽, 白雲, 皓月, 鴉""，""山, 影, 暮, 樹, 浪, 秋, 詩, 雲, 風""，""林梢, 漁笛""，""天際""，""倒映""，""滿懷, 碧琉瓈"""
3547,"2,0,1,3","""天, 嫦娥, 惘然, 柔情, 玉, 笑, 詩句, 迷離, 風, 香""，""星斗""，""中庭, 寒, 生, 辜負, 闌, 難""，""月輪"""
3548,"1,2,3,5,4","""人影, 孤城, 寒, 巍然, 斜陽, 玉山, 白楊, 白雲, 蕭蕭, 鴉""，""風雨""，""大江, 恍若, 足底""，""半空, 高高""，""微茫"""
3549,"1,2,4,3,0","""儀, 哀, 夢寐, 形影, 林, 芳姿, 難, 音""，""仰, 君, 影, 心, 思, 悲, 歸, 淚, 缺, 花, 蘭, 詩""，""雁""，""悽愴""，""髣髴"""
3550,"1,2,4","""千里, 夜, 寒""，""人, 愁, 病, 秋水, 苦, 雨, 風""，""舟車, 雁"""
3551,"0,3,1,2,4,5","""心頭, 怒濤, 故人, 日夕, 深山""，""慼慼, 泛泛, 眷戀, 長波""，""三秋, 林, 舟, 轗軻""，""何時, 君, 天, 心, 情, 愁, 新, 歧, 海上, 珍重, 離別, 雲""，""汀洲, 雁""，""遊子"""
3552,"1,2,5","""寒, 山川, 森森, 江, 秋氣, 蕭瑟""，""冷, 夢, 心, 暮, 雨""，""遊子"""
3553,"5,1,4,2,3","""極目""，""京華, 天涯, 寒, 弟, 茱萸, 長空""，""東籬, 雁""，""何時, 作客, 山, 心, 愁, 暮, 海, 笑, 階, 雲""，""菊花"""
3554,"1,2,0","""岫, 惟有, 舟""，""人, 山, 悲, 愁, 春, 晴, 泉, 秋, 翠, 詩, 雲""，""紅葉"""
3555,"1,0,2,3,5","""天意, 新詩, 腸斷, 鶺鴒""，""三月, 玉局""，""妒, 思, 悲, 春, 海, 畢竟, 秋, 魂""，""吳山""，""懷中, 永别, 痛心"""
3556,"3,2,5","""百花潭""，""夢, 心, 慈, 慰, 松, 母, 水, 病, 翠, 脈脈, 閨, 雲""，""遊子, 靉靆"""
3557,"2,1,3,5,0","""愁, 扁舟, 昔年, 病, 苦, 離別, 雲, 鶴""，""不堪, 夜, 斜陽, 楓葉, 相憐, 記得, 雁書, 風雪, 魚""，""官, 山頭""，""暮秋""，""淡泊"""
3558,"2,4,1,3","""愁, 扇, 淚, 詩""，""悲鳴, 漁父, 題詩""，""宦海, 秋風, 茅廬, 蓬""，""桂湖"""
3559,"2,5,4,1","""兩鬢, 夜夜, 年年, 心, 愁, 松, 柳, 珍重, 病, 秋, 苦, 雨, 雪, 風塵""，""四海, 弟妹, 逶迤""，""蒼翠""，""天涯, 菊"""
3560,"2,5,1,0,3,4","""人, 仙, 君, 嗚咽, 塵, 夢, 天, 夫壻, 女, 姊妹, 學, 山, 幾多, 心, 思, 惜, 愁, 故鄉, 春, 春暉, 歸, 水, 海, 淚, 珍重, 秋, 舊, 花, 芳草, 蘭, 迢迢, 金石, 雲""，""努力, 恩情, 臺榭, 英才, 蒼黃""，""兄弟, 天涯, 宦, 平生, 弟, 新詩, 書, 百年, 風雪, 骨肉, 鮮, 鴻""，""兄, 東吳, 池, 異日, 白雪, 老母, 聚首""，""官, 燕山, 苦吟, 西蜀, 鵬程""，""巫山, 德, 春水, 淸風, 相顧, 紫荆, 胸中"""
3561,"1,2,4,0,3","""生""，""夢, 恨, 愁, 早春, 春, 簾, 詩句, 迷離, 雨, 香, 魂""，""瀟灑""，""和風""，""羃羃"""
3562,"1,2,0","""妝, 寒, 生, 鏡中""，""新, 早春, 春, 杏花, 眉, 蘭, 雲, 風, 香""，""梅"""
3563,"1,2,5","""喜, 生""，""光, 冰雪, 和, 心, 早春, 春, 晴, 蘭""，""雲霞"""
3564,"1,2,0,3","""冰, 波紋, 生""，""夢, 新, 早春, 春, 水, 風, 鴛鴦""，""池""，""泛泛"""
3565,"1,2,3,5,0","""微雨, 棃花, 生""，""夢, 早春, 春, 蘭, 香""，""看似, 芳叢, 𤃉""，""風土""，""梅"""
3566,"1,2,3,4","""寒, 生, 鵲巢""，""早春, 春, 松, 柔, 舊壘, 雪, 風, 鳥語""，""嫩葉""，""蒼翠"""
3567,"1,2,3,0,5","""妝, 新樣, 生""，""心, 早春, 春, 東風""，""閨闥""，""朝日""，""折柳"""
3568,"1,2,0","""生""，""早春, 春, 簾, 絮, 蠶, 險, 雨, 雪, 風""，""輕盈"""
3569,"1,2,0,3,4","""生""，""人, 屏風, 早春, 春, 海棠, 玉, 金""，""一叢叢, 涼月, 薄暮""，""祇恐, 蠟炬""，""竹影, 高燒"""
3570,"1,2,0","""不至, 冰, 北海, 寸草, 浮雲, 生, 雁書""，""思, 恨, 早春, 春, 眉, 雪, 風""，""蔽日"""
